source,title,url,summary,tags,published,score,Primary,Secondary,group_id,group_size
Glossy,"Luxury Briefing: New tariffs offer relief, but headwinds remain — plus, the Lyst Index and a new influencer-creative director",https://www.glossy.co/fashion/luxury/luxury-briefing-luxurys-tariff-relief-offers-breathing-room-but-headwinds-remain/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"In this week's luxury briefing, a look at earnings from LVMH and Kering, as well as the reformatting of runway shows from their brands. Also, why TikTok educational creator Tanner Leatherstein is joining British leather bag brand Stow as creative director, and how smart glasses are winning the game.","['Fashion', 'Luxury', 'Glossy+', 'plus']",2025-07-30T04:01:00,12,INDUSTRY,"TARIFFS/SUPPLY CHAIN, TIKTOK, PARTNERSHIP",ungrouped,1
Business of Fashion,"Colgate-Palmolive Sales Rise, Announces Restructuring Plan",https://www.businessoffashion.com/news/beauty/colgate-palmolive-sales-rise-announces-restructuring-plan/,"The personal care giant beat expectations and delineated steps taken to mitigate the effects of tariffs, and will embark on a five-year cost-cutting plan.",[],2025-08-01T12:49:34,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,"P&G Growth Forecast Misses Expectations, Will Raise Prices",https://www.businessoffashion.com/news/beauty/procter-and-gamble-earnings-forecast-results/,"The American consumer goods giant said on Tuesday it will undertake moderate price increases to mitigate the effects of tariffs, and forecast annual sales growth below Wall Street expectations.",[],2025-07-29T11:19:47,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,"Hermès Sales Rise 9%, Outpacing Rivals",https://www.businessoffashion.com/news/luxury/hermes-sales-rise-9-outpacing-rivals/,"The French leather goods giant said it would fully pass on the effects of tariffs to its clients in the US, where it raised prices by an additional 5 percent this year.",[],2025-07-30T07:04:23,10,INDUSTRY,"TARIFFS/SUPPLY CHAIN, FINANCIALS",ungrouped,1
Business of Fashion,Adidas Says Tariffs Will Add $231 Million to Second-Half Costs,https://www.businessoffashion.com/news/retail/adidas-says-tariffs-will-add-231-million-to-second-half-costs/,The German sportswear company said uncertainty was holding it back from increasing its annual guidance despite reporting stronger than expected second-quarter profit.,[],2025-07-30T07:42:13,10,INDUSTRY,"TARIFFS/SUPPLY CHAIN, FINANCIALS",ungrouped,1
Business of Fashion,Addiction Tokyo to Cease US Operations,https://www.businessoffashion.com/news/beauty/addiction-tokyo-exits-us/,The Japanese makeup brand announced plans to ‘wind down’ its US business amid tariff uncertainty and parent company Kosé Corporation’s lagging sales in North America.,[],2025-07-25T19:53:38,10,INDUSTRY,"TARIFFS/SUPPLY CHAIN, FINANCIALS",ungrouped,1
Business of Fashion,Shein Revenue Neared $10 Billion in Quarter Before Tariffs,https://www.businessoffashion.com/news/retail/shein-revenue-neared-10-billion-in-quarter-before-tariffs/,Shein Group Ltd.’s net income rose to over $400 million and revenue was almost $10 billion in the first quarter.,[],2025-07-31T20:54:43,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,Interparfums Sales Decline Due to Pressure in the US,https://www.businessoffashion.com/news/beauty/interparfums-results-second-quarter-2025/,"The fragrance manufacturer and distributor cited a perfect storm of macroeconomic headwinds, tariffs and the discontinuation of its Dunhill license for its mixed results.",[],2025-07-23T23:06:34,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,Temasek Builds 10% Stake in Zegna in Boost for Expansion Plans,https://www.businessoffashion.com/news/luxury/temasek-builds-10-stake-in-zegna-in-boost-for-expansion-plans/,"The Singapore state-owned investor has agreed to buy a roughly 5 percent stake in Ermenegildo Zegna for $126.4 million, after previously scooping up shares amounting to another 5 percent. The deal will accelerate the Italian fashion group’s expansion plans, the company said.",[],2025-07-29T12:04:17,10,INDUSTRY,"FINANCIALS, M&A",ungrouped,1
WWD,"L’Oréal CEO Talks 2025 Outlook, Including U.S. Tariffs and Travel Retail Evolution",https://wwd.com/beauty-industry-news/beauty-features/loreal-ceo-talks-2025-outlook-us-tariffs-travel-retail-1238016483/,The market responded favorably to the world’s largest beauty company’s first-half 2025 results.,"['Beauty Features', 'L’Oréal', 'tariffs', 'WWDBeautyInc']",2025-07-30T16:18:26,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,Puig to Assume Full Ownership of Charlotte Tilbury in 2031,https://www.businessoffashion.com/news/beauty/puig-to-assume-full-ownership-of-charlotte-tilbury-in-2031/,"The Spanish company extended its partnership with the eponymous founder of Charlotte Tilbury, who will retain a minority stake in the brand until 2031.",[],2024-12-17T18:57:36,10,INDUSTRY,"M&A, FINANCIALS, PARTNERSHIP",ungrouped,1
WWD,‘Recession Glam’ Seen as Top Trend for Asia’s Beauty Market in 2025,https://wwd.com/beauty-industry-news/beauty-features/report-euromonitor-asia-beauty-market-1238024740/,"According to Euromonitor, the definition of premium is changing — it's less about price, more about perceived value and purpose.","['Beauty Features', 'beauty', 'China', 'Trends']",2025-07-31T06:09:50,9,INDUSTRY,"GEN Z, TRENDS",ungrouped,1
Business of Fashion,Moose Knuckles Receives Minority Investment From Chinese Down Apparel Giant Bosideng,https://www.businessoffashion.com/news/retail/moose-knuckles-receives-minority-investment-from-chinese-down-apparel-giant-bosideng/,"Bosideng, the largest retailer of down coats in China, will help the Canadian outerwear brand scale in Asia.",[],2024-10-09T04:27:00,9,INDUSTRY,"M&A, RETAIL STRATEGY",ungrouped,1
Glossy,"Glossy+ Research: From TikTok to ChatGPT, fashion brand execs weigh in on the future of brand discovery",https://www.glossy.co/fashion/executive-action-items-from-tiktok-to-chatgpt-fashion-brand-execs-weigh-in-on-the-future-of-brand-discovery/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Fashion brand founders share how they’re rethinking ad spend, attribution and AI shopping tools to stay ahead in a shifting digital landscape.","['Fashion', 'Research', 'Glossy+', 'plus']",2025-07-28T04:00:00,8,MARKETING,"GEN Z, TIKTOK, RETAIL STRATEGY",ungrouped,1
Beauty Independent,New E-Tailer The 2nd Wants To Become The Sephora Of Men’s Skincare,https://www.beautyindependent.com/new-e-tailer-the-2nd-wants-to-become-the-sephora-of-mens-skincare/,"Shopping for men’s skincare just got a little easier. Launched in March, new e-tailer The 2nd features 17 men’s beauty brands across skincare, beard care, hair care, body, cologne and deodorant. Some include Oars + Alps, Jackfir , Marlowe Skin, Blind Barber, Krete Store, Scotch Porter , ... The post New E-Tailer The 2nd Wants To Become The Sephora Of Men’s Skincare appeared first on Beauty Independent .","['Retail Report', 'beauty e-tail', 'beauty entrepreneurs', 'beauty retail', 'Disco', 'e-commerce', ""men's grooming"", ""men's skincare"", 'retail', 'Sephora', 'The 2nd']",2025-07-31T21:22:42,8,RETAIL,"NEW LAUNCH, RETAIL STRATEGY",ungrouped,1
Business of Fashion,ShopMy Doubles Down on Its E-Commerce Ambitions,https://www.businessoffashion.com/articles/marketing-pr/shopmy-doubles-down-on-its-e-commerce-ambitions/,"With a new app and refreshed website, the influencer monetisation platform is looking to rebrand itself as a shopping destination in its own right.",[],2025-07-30T14:00:00,8,RETAIL,"NEW LAUNCH, RETAIL STRATEGY",ungrouped,1
WWD,"EXCLUSIVE: Prada Unveils Its New Paradigme, Fronted by Tom Holland",https://wwd.com/beauty-industry-news/fragrance/prada-unveils-new-paradigme-tom-holland-ambassador-1238025294/,The men’s scent will launch globally on Monday.,"['Fragrance', 'L’Oréal', 'Prada', 'WWDBeautyInc']",2025-08-01T04:00:00,8,FRAGRANCE,"NEW LAUNCH, PARTNERSHIP",ungrouped,1
Business of Fashion,Exclusive: Amouage Is The First Beauty Brand to Join Aura Blockchain Consortium,https://www.businessoffashion.com/news/technology/exclusive-amouage-is-the-first-beauty-brand-to-join-aura-blockchain-consortium/,"The luxury fragrance label will begin putting all new products on Aura’s private blockchain, allowing customers to claim a digital certificate of ownership and other perks.",[],2025-07-28T04:30:00,8,FRAGRANCE,"NEW LAUNCH, PARTNERSHIP",ungrouped,1
Business of Fashion,This Week: Countdown to Fashion’s Tariff Shock,https://www.businessoffashion.com/briefings/retail/this-week-countdown-to-fashions-tariff-shock/,"Sweeping new tariffs are set to take effect Aug. 1. Even if last-minute deals are struck, the fallout — from rising prices to businesses exiting the US market — will be long-lasting.",[],2025-07-27T12:00:00,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Glossy,How GuruNanda is leveraging its runaway success on TikTok Shop into an Ulta Beauty brick-and-mortar debut,https://www.glossy.co/beauty/how-guru-nanda-is-leveraging-its-runaway-success-on-tiktok-shop-into-an-ulta-beauty-brick-and-mortar-debut/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Oral care brand GuruNanda conquered TikTok Shop by selling millions of dollars of mouthwash, electric toothbrushes and whitening strips during the retailer’s 2024 prime. Today, CEO Puneet Nanda has refocused the company’s marketing prowess on its first specialty beauty brick-and-mortar retail launch with Ulta Beauty. Nanda sat down with Glossy to share the ups and downs of the company’s runaway success on TikTok Shop and why brick-and-mortar beauty retail is his new focus.","['Beauty', 'Wellness']",2025-07-28T04:58:00,7,RETAIL,"TIKTOK, RETAIL STRATEGY",ungrouped,1
