source,title,url,summary,tags,published,score,Primary,Secondary,group_id,group_size
Beauty Independent,Cult-Favorite Science-Driven Skincare Brand Experiment Finally Arrives At Sephora,https://www.beautyindependent.com/cult-favorite-science-driven-skincare-brand-experiment-finally-arrives-sephora/,"Most founders eagerly await Sephora sliding into their DMs. Exciting as it was when that happened to Experiment co-founder Lisa Guerrera three years ago, she told the beauty retail behemoth her brand would wait to launch at it. “I think that’s critical advice for all beauty founders,” she says. ... The post Cult-Favorite Science-Driven Skincare Brand Experiment Finally Arrives At Sephora appeared first on Beauty Independent .","['Brand Report', 'beauty retail', 'Clean at Sephora', 'clinical skincare', 'Experiment', 'Greycroft', 'masstige skincare', 'Sephora', 'TikTok Shop']",2025-08-18T04:01:36,9,RETAIL,"RETAIL STRATEGY, GEN Z, TIKTOK",group_1,2
Business of Fashion,Pop Mart CEO Says Labubu-Maker’s Revenue Could Hit Over $4 billion This Year,https://www.businessoffashion.com/news/retail/pop-mart-ceo-says-labubu-makers-revenue-could-hit-over-4-billion-this-year/,"The toy company saw its half-year profits soar nearly 400 percent, driven by overwhelming demand for its collectible toys like the Labubu doll.",[],2025-08-20T09:41:54,3,OTHER,FINANCIALS,group_1,2
Business of Fashion,Luxury Jeweller Fabergé Sold to Tech Investor in $50 Million Deal,https://www.businessoffashion.com/news/luxury/luxury-jeweller-faberge-sold-to-tech-investor-in-50m-deal/,"The renowned jeweller known for its imperial Russian Easter eggs, has been sold to technology investor Sergei Mosunov’s SMG Capital for $50 million, as its parent company Gemfields seeks to fund its mining operations.",[],2025-08-11T13:55:16,10,INDUSTRY,"M&A, FINANCIALS",ungrouped,1
Business of Fashion,Gildan to Buy Underwear Maker Hanesbrands for $2.2 Billion,https://www.businessoffashion.com/news/retail/gildan-to-buy-underwear-maker-hanesbrands-for-22-billion/,Analysts expect Montreal-based Gildan’s annual revenue to rise about 5 percent to $3.4 billion this year.,[],2025-08-13T14:14:55,10,INDUSTRY,"M&A, FINANCIALS",ungrouped,1
Glossy,Coach CEO Todd Kahn on navigating tariffs and the sudden end of de minimis,https://www.glossy.co/fashion/coach-ceo-todd-kahn-on-navigating-tariffs-and-the-sudden-end-of-de-minimis/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,Coach CEO Todd Kahn explains how the brand will address a $160 million tariff impact from the sudden August 2025 end of the United States de minimis rule while sustaining growth after a record fourth quarter.,['Fashion'],2025-08-15T04:04:00,10,INDUSTRY,"TARIFFS/SUPPLY CHAIN, FINANCIALS",ungrouped,1
WWD,"Estée Lauder’s Sales Decline in Fourth Quarter, Tariffs to Impact Profitability by $100 Million Next Year",https://wwd.com/beauty-industry-news/beauty-features/estee-lauder-sales-decline-fourth-quarter-tariffs-1238059650/,"For 2026, however, the company is forecasting a return to sales growth.","['Beauty Features', 'beauty', 'Earnings', 'Estée Lauder']",2025-08-20T10:32:21,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
WWD,"Waldencast Delays Earnings Release, Initiates Strategic Review Following Novaestiq Acquisition",https://wwd.com/beauty-industry-news/beauty-features/waldencast-delays-earnings-strategic-review-novaestiq-1238057837/,Parent company of Milk Makeup and Obagi taps Lazard to explore strategic alternatives amid revenue growth and industry challenges.,"['Beauty Features', 'beauty', 'cosmetics', 'Earnings', 'skincare']",2025-08-19T18:39:21,10,INDUSTRY,"FINANCIALS, M&A",ungrouped,1
Business of Fashion,Guess Will Go Private in $1.4 Billion Deal With Authentic Brands,https://www.businessoffashion.com/news/retail/guess-will-go-private-in-14-billion-deal-with-authentic-brands/,"Shareholders will get $16.75 a share in cash, a 26 percent premium to the stock’s closing price on Tuesday.",[],2025-08-20T13:31:55,10,INDUSTRY,"M&A, FINANCIALS",ungrouped,1
Business of Fashion,Bankrupt Jewellery Retailer Claire’s to Sell Its North America Business,https://www.businessoffashion.com/news/retail/bankrupt-jewellery-retailer-claires-to-sell-its-north-america-business/,"The fashion jewellery retailer announced it would sell its North American business to private equity firm Ames Watson for an undisclosed amount, aiming to cut losses during ongoing US bankruptcy proceedings.",[],2025-08-20T09:49:30,10,INDUSTRY,"M&A, FINANCIALS",ungrouped,1
Business of Fashion,Have Trump’s Tariffs Finally Put an End to Crocs’ 19-Year Reign?,https://www.businessoffashion.com/articles/professional/trumps-tariffs-impact-crocs/,The plastic clog maker’s share price is down nearly 30 percent — its lowest level for three years — and revenues are expected to drop by at least 9 percent in the current quarter.,[],2025-08-17T15:00:04,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
