source,title,url,summary,tags,published,score,Primary,Secondary,group_id,group_size
Beauty Independent,"Indie Beauty Dish: Brand Openings And Closures, Executive Moves And More From Summer 2025",https://www.beautyindependent.com/indie-beauty-dish-brand-openings-closures-executive-moves-summer-2025/,"Ginny Wright has joined Orveon Global as CEO. She was previously CEO of Audemars Piguet Americas and president of Kiehl’s Since 1851. Orveon owns Buxom, Laura Mercier and Bare Minerals. She succeeds Neela Montgomery, who became CEO of the company last year after a stint as president and EVP at CVS. ... The post Indie Beauty Dish: Brand Openings And Closures, Executive Moves And More From Summer 2025 appeared first on Beauty Independent .","['Brand Report', 'brand closures', 'CEO', 'closures', 'Dhaval Bhanusali', 'Elm Biosciences', 'Estée Lauder', 'executives', 'funding', 'indie beauty', 'indie beauty brands', 'Mario Badescu', 'Martha Stewart', 'New Incubation Ventures', 'opening', 'Orveon']",2025-08-20T22:50:47,12,INDUSTRY,"FINANCIALS, M&A, RETAIL STRATEGY, PARTNERSHIP",ungrouped,1
Business of Fashion,How Niche Perfumers Pay to Win,https://www.businessoffashion.com/articles/beauty/niche-perfumers-ingredient-retail-spending/,"Luxury fragrance houses like Marc-Antoine Barrois, Amouge and Krigler are pouring investment into their retail spaces, master perfumers and artisanal manufacturing — and reaping double-digit sales growth.",[],2025-06-03T12:00:00,11,FRAGRANCE,"RETAIL STRATEGY, FINANCIALS, NEW LAUNCH",ungrouped,1
Business of Fashion,"Estée Lauder Forecasts Lower Profits on Tariff Impact, Full-Year Sales Decline 8%",https://www.businessoffashion.com/news/beauty/estee-lauder-forecasts-lower-profits-on-tariff-impact-full-year-sales-decline-8/,"The American beauty giant said its 2026 profits would come in below Wall Street expectations on Wednesday, and reported another year of sales declines.",[],2025-08-20T11:19:14,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,"Soho House to Go Private in $2.7 Billion Deal, Ashton Kutcher to Join Board",https://www.businessoffashion.com/news/luxury/soho-house-to-go-private-in-27-billion-deal-ashton-kutcher-to-join-board/,"Under the new deal, MCR Hotels will get Soho’s publicly traded shares, while founder Nick Jones and executive chairman Ron Burkle and his investment firm Yucaipa will retain majority control of the business.",[],2025-08-18T14:07:16,10,INDUSTRY,"M&A, FINANCIALS",ungrouped,1
WWD,"Waldencast Delays Earnings Release, Initiates Strategic Review Following Novaestiq Acquisition",https://wwd.com/beauty-industry-news/beauty-features/waldencast-delays-earnings-strategic-review-novaestiq-1238057837/,Parent company of Milk Makeup and Obagi taps Lazard to explore strategic alternatives amid revenue growth and industry challenges.,"['Beauty Features', 'beauty', 'cosmetics', 'Earnings', 'skincare']",2025-08-19T18:39:21,10,INDUSTRY,"FINANCIALS, M&A",ungrouped,1
Glossy,Coach CEO Todd Kahn on navigating tariffs and the sudden end of de minimis,https://www.glossy.co/fashion/coach-ceo-todd-kahn-on-navigating-tariffs-and-the-sudden-end-of-de-minimis/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,Coach CEO Todd Kahn explains how the brand will address a $160 million tariff impact from the sudden August 2025 end of the United States de minimis rule while sustaining growth after a record fourth quarter.,['Fashion'],2025-08-15T04:04:00,10,INDUSTRY,"TARIFFS/SUPPLY CHAIN, FINANCIALS",ungrouped,1
Business of Fashion,Luxury Jeweller Fabergé Sold to Tech Investor in $50 Million Deal,https://www.businessoffashion.com/news/luxury/luxury-jeweller-faberge-sold-to-tech-investor-in-50m-deal/,"The renowned jeweller known for its imperial Russian Easter eggs, has been sold to technology investor Sergei Mosunov’s SMG Capital for $50 million, as its parent company Gemfields seeks to fund its mining operations.",[],2025-08-11T13:55:16,10,INDUSTRY,"M&A, FINANCIALS",ungrouped,1
WWD,"Estée Lauder’s Sales Decline in Fourth Quarter, Tariffs to Impact Profitability by $100 Million Next Year",https://wwd.com/beauty-industry-news/beauty-features/estee-lauder-sales-decline-fourth-quarter-tariffs-1238059650/,"For 2026, however, the company is forecasting a return to sales growth.","['Beauty Features', 'beauty', 'Earnings', 'Estée Lauder']",2025-08-20T10:32:21,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,Gildan to Buy Underwear Maker Hanesbrands for $2.2 Billion,https://www.businessoffashion.com/news/retail/gildan-to-buy-underwear-maker-hanesbrands-for-22-billion/,Analysts expect Montreal-based Gildan’s annual revenue to rise about 5 percent to $3.4 billion this year.,[],2025-08-13T14:14:55,10,INDUSTRY,"M&A, FINANCIALS",ungrouped,1
Business of Fashion,Guess Will Go Private in $1.4 Billion Deal With Authentic Brands,https://www.businessoffashion.com/news/retail/guess-will-go-private-in-14-billion-deal-with-authentic-brands/,"Shareholders will get $16.75 a share in cash, a 26 percent premium to the stock’s closing price on Tuesday.",[],2025-08-20T13:31:55,10,INDUSTRY,"FINANCIALS, M&A",ungrouped,1
Business of Fashion,Bankrupt Jewellery Retailer Claire’s to Sell Its North America Business,https://www.businessoffashion.com/news/retail/bankrupt-jewellery-retailer-claires-to-sell-its-north-america-business/,"The fashion jewellery retailer announced it would sell its North American business to private equity firm Ames Watson for an undisclosed amount, aiming to cut losses during ongoing US bankruptcy proceedings.",[],2025-08-20T09:49:30,10,INDUSTRY,"M&A, FINANCIALS",ungrouped,1
Business of Fashion,Target Says Long-Time Executive Michael Fiddelke to Take Over as CEO,https://www.businessoffashion.com/news/retail/target-says-long-time-executive-michael-fiddelke-to-take-over-as-ceo/,"The company appointed Michael Fiddelke as its new CEO, who now faces the challenge of reversing weak sales and market share losses amidst consumer selectivity and new tariffs.",[],2025-08-20T11:00:17,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,"Coty Annual Revenue Slides 4%, Eyes Turnaround in 2026",https://www.businessoffashion.com/news/beauty/coty-earnings-second-quarter-2025/,Chief executive Sue Y. Nabi said the US conglomerate had returned to a healthier baseline as it plans to double down on fragrance mists and designer beauty launches over the next year.,[],2025-08-20T20:46:00,10,INDUSTRY,"FINANCIALS, NEW LAUNCH",ungrouped,1
Business of Fashion,Have Trump’s Tariffs Finally Put an End to Crocs’ 19-Year Reign?,https://www.businessoffashion.com/articles/professional/trumps-tariffs-impact-crocs/,The plastic clog maker’s share price is down nearly 30 percent — its lowest level for three years — and revenues are expected to drop by at least 9 percent in the current quarter.,[],2025-08-17T15:00:04,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,Worldview | How Chinese E-Tailer JD.com Topped Sales Estimates,https://www.businessoffashion.com/articles/global-markets/worldview-how-chinese-e-tailer-jdcom-topped-sales-estimates/,"This week’s round-up of global markets fashion business news also features South Korea’s ‘Dior bag scandal,’ Aditya Birla Group’s Tmrw and Chilean retail giants Cencosud and Falabella.",[],2025-08-19T13:34:17,9,INDUSTRY,"FINANCIALS, RETAIL STRATEGY",ungrouped,1
Business of Fashion,The State of Fashion: Beauty Report — Solving the Growth Puzzle,https://www.businessoffashion.com/reports/state-of-fashion-beauty-industry-report/,"Beauty’s era of effortless growth is giving way to a more complex landscape. Download the second volume of BoF and McKinsey & Company’s industry report to learn how to navigate evolving consumer expectations, market deceleration and regional volatility in the years ahead.",[],2025-06-09T04:30:00,9,INDUSTRY,"FINANCIALS, GEN Z",ungrouped,1
Business of Fashion,Estée Lauder Companies Says Its Turnaround Is Working — Slowly,https://www.businessoffashion.com/articles/beauty/estee-lauder-full-year-2025-earnings/,"The company’s recovery plan is underway, and green shoots are appearing in key areas like China. But its core brands are still struggling, and competition is stacking up.",[],2025-08-21T04:30:00,9,INDUSTRY,"FINANCIALS, RETAIL STRATEGY",ungrouped,1
