source,title,url,summary,tags,published,score,Primary,Secondary,group_id,group_size
Business of Fashion,Hugo Boss Confident It Can Cushion US Tariff Blow,https://www.businessoffashion.com/news/retail/hugo-boss-confident-it-can-cushion-us-tariff-blow/,The fashion group beat quarterly profit expectations on Tuesday despite warning of weak global demand.,[],2025-08-05T13:41:33,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,Worldview | Colombia’s Record-Breaking Fashion Event,https://www.businessoffashion.com/articles/global-markets/worldview-global-markets-mexico-china-india-tariffs-us/,"This week’s round-up of global markets fashion business news also features ultra-fast-fashion brands in Mexico, China’s JD.com and the latest US tariffs on India, Bangladesh and Cambodia.",[],2025-08-05T10:20:29,10,INDUSTRY,"TARIFFS/SUPPLY CHAIN, RETAIL STRATEGY",ungrouped,1
WWD,The Martones: The First Family of Made-in-Italy Fragrances,https://wwd.com/beauty-industry-news/fragrance/icr-fragrance-maker-martone-family-50-anniversary-investments-1238014482/,Roberto Martone’s brainchild ICR Industrie Cosmetiche Riunite is turning 50. He and daughter Ambra are looking to the next half-century of innovation with a recent investment of 26 million euros.,"['Fragrance', 'fragrance', 'Italy', 'supply chain', 'WWDBeautyInc']",2025-08-05T04:01:00,10,INDUSTRY,"FINANCIALS, NEW LAUNCH",ungrouped,1
Glossy,"Beauty & Wellness Briefing: How brands are shifting budgets to offset tariffs, plus industry news",https://www.glossy.co/beauty/beauty-wellness-briefing-how-brands-are-shifting-budgets-to-offset-tariffs-plus-industry-news/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"This week, I checked in with beauty and wellness brand leaders to learn how they’re offsetting the cost of tariffs without increasing prices. Additionally, executive shakeups at Sephora, Novo Nordisk and Saltair; plus, P&#38;G, Kering Beauté, L’Oréal Group, and Unilever report earnings.","['Beauty', 'Wellness', 'Glossy+', 'plus']",2025-08-05T04:02:00,10,INDUSTRY,"TARIFFS/SUPPLY CHAIN, FINANCIALS",ungrouped,1
Business of Fashion,"Colgate-Palmolive Sales Rise, Announces Restructuring Plan",https://www.businessoffashion.com/news/beauty/colgate-palmolive-sales-rise-announces-restructuring-plan/,"The personal care giant beat expectations and delineated steps taken to mitigate the effects of tariffs, and will embark on a five-year cost-cutting plan.",[],2025-08-01T12:49:34,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,Shein Revenue Neared $10 Billion in Quarter Before Tariffs,https://www.businessoffashion.com/news/retail/shein-revenue-neared-10-billion-in-quarter-before-tariffs/,Shein Group Ltd.’s net income rose to over $400 million and revenue was almost $10 billion in the first quarter.,[],2025-07-31T20:54:43,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,Adidas Says Tariffs Will Add $231 Million to Second-Half Costs,https://www.businessoffashion.com/news/retail/adidas-says-tariffs-will-add-231-million-to-second-half-costs/,The German sportswear company said uncertainty was holding it back from increasing its annual guidance despite reporting stronger than expected second-quarter profit.,[],2025-07-30T07:42:13,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,This Week: The Aftermath of Liberation Day 2.0,https://www.businessoffashion.com/briefings/beauty/this-week-the-aftermath-of-liberation-day-20/,"Trump’s tariffs are (probably) going into effect for real on Aug. 7. Meanwhile, Shiseido, E.l.f. and other beauty giants report results in a sluggish market.",[],2025-08-03T12:28:00,10,INDUSTRY,"TARIFFS/SUPPLY CHAIN, FINANCIALS",ungrouped,1
Glossy,"Luxury Briefing: New tariffs offer relief, but headwinds remain — plus, the Lyst Index and a new influencer-creative director",https://www.glossy.co/fashion/luxury/luxury-briefing-luxurys-tariff-relief-offers-breathing-room-but-headwinds-remain/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"In this week's luxury briefing, a look at earnings from LVMH and Kering, as well as the reformatting of runway shows from their brands. Also, why TikTok educational creator Tanner Leatherstein is joining British leather bag brand Stow as creative director, and how smart glasses are winning the game.","['Fashion', 'Luxury', 'Glossy+', 'plus']",2025-07-30T04:01:00,9,INDUSTRY,"TARIFFS/SUPPLY CHAIN, TIKTOK, PARTNERSHIP",ungrouped,1
Business of Fashion,Can Deodorant Be a Luxury Product?,https://www.businessoffashion.com/articles/beauty/fine-fragrance-deodorant-trend-salt-stone-papatui/,Deodorant makers like Salt and Stone or Papatui are infusing their formulas with high-quality scents to elevate their offering amid a greater perfume boom — and a looming sense of fine fragrance fatigue.,[],2025-07-30T12:00:00,9,FRAGRANCE,"NEW LAUNCH, GEN Z",ungrouped,1
Glossy,"Beauty & Wellness Briefing: Why Fractional executive hires are trending in beauty, plus industry news",https://www.glossy.co/beauty/beauty-wellness-briefing-why-fractional-executive-hires-are-trending-in-beauty-plus-industry-news/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"This week, I checked in with April Uchitel, CEO and founder at The Board, and Debbie Johnson, president of Premier Executive Recruiting, to better understand the fractional executive hiring trend and how it’s impacting the beauty and wellness industries. Additionally, Urban Decay and longtime setting spray manufacturer Skindinavia sever relationship, Ariana Grande’s R.E.M. beauty hires a new CEO, Phlur is acquired three years after its buzzy rebrand, and Obagi Medical skin care enters injectables with the acquisition of Novaestiq.","['Beauty', 'Wellness', 'Glossy+', 'plus']",2025-07-29T04:00:00,9,INDUSTRY,"M&A, RETAIL STRATEGY",ungrouped,1
Business of Fashion,ShopMy Doubles Down on Its E-Commerce Ambitions,https://www.businessoffashion.com/articles/marketing-pr/shopmy-doubles-down-on-its-e-commerce-ambitions/,"With a new app and refreshed website, the influencer monetisation platform is looking to rebrand itself as a shopping destination in its own right.",[],2025-07-30T14:00:00,8,RETAIL,"NEW LAUNCH, RETAIL STRATEGY",ungrouped,1
Business of Fashion,Hermès Believes Heir No Longer Holds Shares Worth €14 Billion,https://www.businessoffashion.com/news/luxury/hermes-believes-heir-no-longer-holds-shares-worth-14-billion/,Executive chairman Axel Dumas has shed new light on the long-standing mystery surrounding Nicolas Puech’s €14 billion inheritance of Hermès shares.,[],2025-07-30T14:58:00,7,INDUSTRY,FINANCIALS,ungrouped,1
