source,title,url,summary,tags,published
Business of Fashion,Amer Sports Falls as Premium Outerwear Brand Arc’teryx Slows,https://www.businessoffashion.com/news/retail/amer-sports-falls-as-premium-outerwear-brand-arcteryx-slows/,The Finnish sporting goods conglomerate remains upbeat about the future and raised its full-year outlook for a second time this year.,[],2025-08-19T14:14:27
Business of Fashion,The Secret Business of Dressing Korean Celebrities,https://www.businessoffashion.com/articles/global-markets/the-secret-business-of-dressing-korean-celebrities/,How indie fashion labels get K-pop stars to wear their clothes without the huge budgets and PR muscle of mega brands.,[],2025-08-19T13:57:22
Business of Fashion,Worldview | How Chinese E-Tailer JD.com Topped Sales Estimates,https://www.businessoffashion.com/articles/global-markets/worldview-how-chinese-e-tailer-jdcom-topped-sales-estimates/,"This week’s round-up of global markets fashion business news also features South Korea’s ‘Dior bag scandal,’ Aditya Birla Group’s Tmrw and Chilean retail giants Cencosud and Falabella.",[],2025-08-19T13:34:17
Business of Fashion,"Milk Makeup Owner Waldencast Postpones Earnings and Cuts Forecast, Will Undertake Strategic Review",https://www.businessoffashion.com/news/beauty/waldencast-postpones-earnings-strategic-review/,"The parent company of Obagi skincare and Milk Makeup delayed the full release of its second-quarter earnings on Monday, and lowered its outlook to imply a weaker second half of the year as it undertakes a cost-cutting review.",[],2025-08-19T12:25:25
Business of Fashion,The Kicks You Wear: A Chat with Steph Curry on “Super Shoes”,https://www.businessoffashion.com/briefings/sports/the-kicks-you-wear-a-chat-with-steph-curry-on-super-shoes/,"Warriors superstar Stephen Curry debuts the latest sneaker under his Curry Brand umbrella, PSG debuts a new kit, and Kith makes its return to the runway after a six year absence.",[],2025-08-19T11:00:00
Business of Fashion,Victoria’s Secret Plus-Size Brand Founder Is Out as Sales Lag,https://www.businessoffashion.com/news/retail/victorias-secret-plus-size-brand-founder-is-out-as-sales-lag/,"Christine Vellani will take over the helm from Adore Me founder Morgan Hermand-Waiche, Bloomberg reported.",[],2025-08-18T20:26:20
Business of Fashion,Watchmaker Swatch Apologises for ‘Slanted Eye’ Ad after Online Backlash in China,https://www.businessoffashion.com/news/luxury/watchmaker-swatch-apologises-for-slanted-eye-ad-after-online-backlash-in-china/,"Around 27 percent of the watch group’s sales last year came from the China, Hong Kong and Macau region.",[],2025-08-18T14:12:35
Business of Fashion,UK Advertisers Warned to Avoid ‘Irresponsible’ Images of Thin-Looking Models,https://www.businessoffashion.com/articles/marketing-pr/uk-advertisers-warned-to-avoid-irresponsible-images-of-thin-looking-models/,"Guy Parker, CEO of the UK Advertising Standards Authority, said adverts where models appeared to present an unhealthy body image were ‘becoming more of an issue.’",[],2025-08-18T20:46:40
Business of Fashion,Louis Vuitton Tests the Limits of Luxury Beauty With $160 Lipsticks,https://www.businessoffashion.com/articles/beauty/louis-vuitton-beauty-products-reveal/,"The range of 55 lipsticks, 10 lip balms and eight eyeshadow palettes will launch globally on Aug. 29 in select Louis Vuitton stores. At those prices, who’s buying?",[],2025-08-19T06:00:00
Business of Fashion,Skate Sneakers Are Catching Air Again,https://www.businessoffashion.com/articles/sports/skate-sneakers-are-catching-air-again/,"Despite sluggish sales in recent years, skate sneakers are finding momentum again as a value-priced option fuelled by innovative designs.",[],2025-08-19T04:30:00
