source,title,url,summary,tags,published
Business of Fashion,This Week: Fashion’s Back-to-School Dilemma,https://www.businessoffashion.com/briefings/retail/this-week-fashions-back-to-school-dilemma/,"Retailers will need to prepare for the $11 billion summer shopping season without fully understanding what tariffs will be in place, or how much parents and students are willing to spend.",[],2025-06-29T12:00:00
Business of Fashion,Jonathan Anderson’s Grunge Aristocracy at Dior,https://www.businessoffashion.com/reviews/fashion-week/jonathan-anderson-dior-menswear-debut-spring-summer-2026/,"Colliding artistry with calculated artlessness, the designer’s debut offered up a great appetiser for a more complex meal to come, writes Tim Blanks.",[],2025-06-27T21:25:13
Business of Fashion,"In Paris, All Eyes on Jonathan Anderson’s Dior Debut",https://www.businessoffashion.com/opinions/fashion-week/in-paris-all-eyes-on-jonathan-andersons-dior-debut/,"A phalanx of designers came to support — and, no doubt, carefully scrutinise — Jonathan’s Anderson first men’s show for Dior, writes Imran Amed.",[],2025-06-27T22:00:00
Business of Fashion,The BoF Podcast |  Yasmin Sewell: Intuition Can Be a Superpower in Business,https://www.businessoffashion.com/podcasts/beauty/the-bof-podcast-yasmin-sewell-intuition-can-be-a-superpower-in-business/,"After two decades in fashion, Yasmin Sewell founded Vyrao, a fragrance brand built on energy, intuition and healing. At The Business of Beauty Global Forum 2025, she shared how she turned a moment of personal upheaval into a deeply personal business.",[],2025-06-27T19:10:01
Business of Fashion,Saks Gets $600 Million Lifeline as Creditors Face Steep Losses,https://www.businessoffashion.com/news/retail/saks-gets-600-million-lifeline-as-creditors-face-steep-losses/,"As part of the arrangement, a group holding a slim majority of the struggling luxury retailer’s $2.2 billion of 11 percent bonds, will provide Saks an immediate $300 million loan, according to deal terms reviewed by Bloomberg.",[],2025-06-27T21:13:08
Business of Fashion,Fashion’s Chaotic New Regulatory Reality,https://www.businessoffashion.com/articles/sustainability/fashion-chaotic-regulatory-reality-europe-sustainability-green-deal/,The regulatory environment is becoming more complicated as European politicians roll back on regulations that were intended to make the industry more sustainable.,[],2025-06-27T04:30:00
Business of Fashion,Exclusive: Roberto Cavalli CEO to Exit as Owner Seeks Sale,https://www.businessoffashion.com/news/luxury/roberto-cavalli-ceo-exit-owner-seeks-stake-sale/,Sergio Azzolari is stepping down after less than three years at the helm of the Italian label as its Dubai-based owner aims to bring on a strategic partner to support growth at the loss-making brand.,[],2025-06-27T19:02:51
Business of Fashion,"Shein to File Confidentially for Hong Kong IPO, Sources Say",https://www.businessoffashion.com/news/retail/shein-to-file-confidentially-for-hong-kong-ipo-sources-say/,"Shein aims to submit the filing confidentially as soon as this week, a source familiar with the matter told Reuters. A second source said the filing was expected to be made by Monday.",[],2025-06-27T21:02:54
Business of Fashion,Report: Unilever to Pay $1.5 Billion For Dr. Squatch,https://www.businessoffashion.com/news/beauty/report-unilever-to-pay-15-billion-for-dr-squatch/,"The mass personal care brand’s sale price topped £1 billion, according to a report in the Financial Times.",[],2025-06-27T11:23:46
Business of Fashion,What the Israel-Iran Conflict Could Mean for Fashion,https://www.businessoffashion.com/briefings/global-markets/what-the-israel-iran-conflict-could-mean-for-fashion/,"While a ceasefire is in place, shipping, supply chains and consumer sentiment remain threatened as tensions in the Middle East persist.",[],2025-06-27T14:25:11
Business of Fashion,The Aqua-for You Page,https://www.businessoffashion.com/articles/beauty/the-aqua-for-you-page/,Beauty brands spend billions marketing products to Gen-Z. But their current favourite skin balm doesn’t even have an ad campaign currently running. How is this happening?,[],2025-06-27T12:00:00
Business of Fashion,Luxury Brands Bet on Experiential Retail to Revive China Sales,https://www.businessoffashion.com/news/luxury/luxury-brands-bet-on-experiential-retail-to-revive-china-sales/,"Louis Vuitton’s latest Shanghai store is a 30-metre-high, ship-shaped experience called ‘The Louis.’",[],2025-06-27T10:45:53
Business of Fashion,Nike Fourth-Quarter Sales Fall by Less Than Expected,https://www.businessoffashion.com/news/retail/nike-fourth-quarter-sales-fall-by-less-than-expected/,"CEO Elliott Hill said the company is making progress in its turnaround effort, though a return to growth will take time.",[],2025-06-26T22:22:02
Business of Fashion,Anna Wintour Makes Room for New Editorial Leader at US Vogue,https://www.businessoffashion.com/articles/media/anna-wintour-makes-room-for-new-editorial-leader-at-us-vogue/,Wintour has begun the search for a new ‘head of editorial content’ to steer day-to-day operations at the American edition of Vogue. The longtime editor-in-chief will continue to oversee the title as global editorial director of Vogue as well as chief content officer at publisher Condé Nast.,[],2025-06-26T17:35:12
Business of Fashion,Territorial Pissings with Rick Owens,https://www.businessoffashion.com/reviews/fashion-week/rick-owens-menswear-spring-summer-2026/,Fashion’s master of the Dark Arts presents dual challenges to orthodoxy with his new show for men and a spectacular retrospective,[],2025-06-27T01:43:48
