source,title,url,summary,tags,published,score,Primary,Secondary,group_id,group_size
Beauty Independent,Phlur Finds Financial Father Figure In TSG Consumer As Fragrance Dealmaking Picks Up,https://www.beautyindependent.com/phlur-tsg-consumer-fragrance-dealmaking-picks-up/,"Capitalizing on the fragrance category’s momentum and gen Z consumers’ scent obsession, The Center is selling Phlur to private equity firm TSG Consumer in a deal that will test the durability of the current fragrance cycle and the influencer brand model. Announced five months after General Atlantic ... The post Phlur Finds Financial Father Figure In TSG Consumer As Fragrance Dealmaking Picks Up appeared first on Beauty Independent .","['Deal Flow', 'beauty acquisitions', 'Ben Bennett', 'Chriselle Lim', 'Father Figure', 'fragrance', 'fragrance acquisition', 'influencer', 'M&A', 'Missing Person', 'PHLUR', 'private equity', 'The Center', 'True Beauty Ventures', 'TSG', 'TSG Consumer']",2025-07-23T23:06:10,12,INDUSTRY,"M&A, GEN Z, FINANCIALS, RETAIL STRATEGY",ungrouped,1
Business of Fashion,"This Week: Ready or Not, Here Comes President Donald Trump",https://www.businessoffashion.com/briefings/news-analysis/this-week-ready-or-not-here-comes-president-donald-trump/,"TikTok, tariffs and immigration are among the issues that could see major action taken in the opening days of Trump’s second term.",[],2025-01-19T13:00:00,12,INDUSTRY,"TARIFFS/SUPPLY CHAIN, TIKTOK, GEN Z",ungrouped,1
Business of Fashion,"The Executive Briefing: Gen-Z Blues, Quiet Sustainability and One Big Sneaker Deal",https://www.businessoffashion.com/briefings/executive-briefings/the-executive-briefing-gen-z-blues-quiet-sustainability-and-one-big-sneaker-deal/,"This month, amid a lull in Trump’s trade war, two giant sneaker retailers merged, beauty’s Gen-Z strategy showed its age and fashion updated its sustainability pitch. Read on for your concise breakdown of May’s key developments from executive editor Brian Baskin.",[],2025-05-26T13:57:00,11,INDUSTRY,"GEN Z, RETAIL STRATEGY, M&A",ungrouped,1
Business of Fashion,"Puma Shares Dive After Warning of Full-Year Loss, US Tariff Impact",https://www.businessoffashion.com/news/retail/puma-shares-dropped-annual-sales-decline-earnings/,Shares dropped 18 percent after the company announced it expects a decline in annual sales and a loss for 2025.,[],2025-07-25T09:06:28,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,How Retailers Are Bracing for a Potentially Grim Year,https://www.businessoffashion.com/articles/retail/retailers-bleak-outlook/,"Facing uncertainty around tariffs and fears of a potential recession, the strongest and weakest fashion companies alike have issued a cautious outlook for 2025. Even so, low consumer confidence does not guarantee a pullback from spending. For the savviest players, there is still room for growth.",[],2025-03-12T05:30:00,10,INDUSTRY,"TARIFFS/SUPPLY CHAIN, RETAIL STRATEGY",ungrouped,1
Business of Fashion,Interparfums Sales Decline Due to Pressure in the US,https://www.businessoffashion.com/news/beauty/interparfums-results-second-quarter-2025/,"The fragrance manufacturer and distributor cited a perfect storm of macroeconomic headwinds, tariffs and the discontinuation of its Dunhill license for its mixed results.",[],2025-07-23T23:06:34,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,"This Week: Tariffs and TikTok, 24/7",https://www.businessoffashion.com/briefings/retail/this-week-tariffs-and-tiktok-247/,"After a brief reprieve, it’ll be all Trump, all the time for the fashion industry as the administration rolls out new tariffs and tries to get a TikTok sale over the line.",[],2025-03-30T12:00:00,9,INDUSTRY,"TARIFFS/SUPPLY CHAIN, TIKTOK",ungrouped,1
Glossy,"Glossy Podcast: NYFW returns, a UN ruling on climate, money laundering in luxury — and a conversation with a luxury sales veteran",https://www.glossy.co/podcasts/glossy-podcast-nyfw-returns-a-un-ruling-on-climate-money-laundering-in-luxury-and-a-conversation-with-a-luxury-sales-veteran/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"This week, we discuss the announcement of September's New York Fashion Week schedule, a ruling from the International Court of Justice that puts more pressure on wealthier countries to curb their emissions, and a bizarre case of money laundering in the Netherlands involving Louis Vuitton. Plus, a chat with a luxury sales vet.","['Fashion', 'Podcasts']",2025-07-25T04:00:00,9,INDUSTRY,"RETAIL STRATEGY, GEN Z",ungrouped,1
Glossy,Body-care brand Sidia is taking its skin-care ingredients to body mists,https://www.glossy.co/beauty/body-care-brand-sidia-is-taking-its-skin-care-ingredients-to-body-mists/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Following the successful launch of its solid perfume, the body-care brand is leaning more into fragrance with a skin-care-infused body mist. But launching a mist in 2025 means joining one of beauty’s most in-demand and saturated product categories.",['Beauty'],2025-07-21T09:45:00,9,FRAGRANCE,"NEW LAUNCH, GEN Z",ungrouped,1
Glossy,Brands are discovering their sales associates are among their most valuable influencers,https://www.glossy.co/fashion/brands-are-discovering-their-sales-associates-are-among-their-most-valuable-influencers/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Launched in May 2024, TikToks featuring Aerie's ""Associate Picks"" series now comprise 34 of the brand's 100 most-viewed TikToks, with nearly 3 million total views. A July 2024 post featuring a store associate trying on a matching set has become the brand's third-most-viewed of the past year, with over 764,000 views. While, typically, TikTok users scroll after just three seconds, Aerie has found that this series holds attention for over eight seconds.","['Fashion', 'Pop']",2025-07-23T09:47:00,8,MARKETING,"TIKTOK, GEN Z, RETAIL STRATEGY",ungrouped,1
