source,title,url,summary,tags,published
Business of Fashion,Swiss Watch Giant Navigates Trump’s Tariff Uncertainty,https://www.businessoffashion.com/news/luxury/swiss-watch-giant-navigates-trumps-tariff-uncertainty/,"Swatch Group CEO Nick Hayek has front-loaded shipments to the US, is targeting American shoppers as they travel abroad and has raised its prices as it grapples with a new 39 percent US tariff on Swiss-made products.",[],2025-08-05T14:39:39
Business of Fashion,Unpacking Fashion’s New AI Marketing Toolkit,https://www.businessoffashion.com/articles/marketing-pr/fashions-new-ai-marketing-toolkit/,"From Mango to Zalando, fashion brands are using AI tools to produce faster, cheaper and more personalised campaigns — but keeping content on-brand still requires human creativity and strategic control.",[],2025-08-05T04:30:00
Business of Fashion,JD.com to Launch Five Discount Stores as Competition Intensifies,https://www.businessoffashion.com/news/retail/jdcom-to-launch-five-discount-stores-as-competition-intensifies/,"The Chinese retailer also announced that it would renew an international push for growth, launching its consumer-focused express delivery service abroad.",[],2025-08-05T13:45:39
Business of Fashion,Hugo Boss Confident It Can Cushion US Tariff Blow,https://www.businessoffashion.com/news/retail/hugo-boss-confident-it-can-cushion-us-tariff-blow/,The fashion group beat quarterly profit expectations on Tuesday despite warning of weak global demand.,[],2025-08-05T13:41:33
Business of Fashion,Can Hong Kong Reclaim Its Luxury Crown?,https://www.businessoffashion.com/articles/global-markets/can-hong-kong-reclaim-its-luxury-crown/,"Fashion and jewellery brands are playing the long game in Hong Kong, investing in high-profile events and store upgrades despite an exodus of big spenders to rival shopping hubs and the city’s diminishing status as a regional gateway.",[],2025-08-05T10:20:48
Business of Fashion,Worldview | Colombia’s Record-Breaking Fashion Event,https://www.businessoffashion.com/articles/global-markets/worldview-global-markets-mexico-china-india-tariffs-us/,"This week’s round-up of global markets fashion business news also features ultra-fast-fashion brands in Mexico, China’s JD.com and the latest US tariffs on India, Bangladesh and Cambodia.",[],2025-08-05T10:20:29
Business of Fashion,The Estée Lauder Companies Joins BoF Careers,https://www.businessoffashion.com/articles/workplace-talent/the-estee-lauder-companies-joins-bof-careers/,"Check out this week’s new partner and openings on BoF Careers, the global marketplace for fashion and beauty talent.",[],2025-08-05T09:21:36
Business of Fashion,"Is $4,000 a Night for a Hotel Room the New Normal?",https://www.businessoffashion.com/articles/luxury/is-4000-a-night-for-a-hotel-room-the-new-normal/,"Prices have skyrocketed at luxury hotels, especially in top leisure markets. Will they ever come down?",[],2025-08-05T04:30:00
Business of Fashion,Shiseido’s Identity Crisis,https://www.businessoffashion.com/articles/beauty/shiseidos-identity-crisis/,"Japan’s largest beauty conglomerate has had a difficult time adjusting to the shifting cosmetics market, prompting a series of pivots and restructurings. Moving forward may require breaking with past mistakes.",[],2025-08-05T04:00:00
Business of Fashion,"Il Makiage Owner Oddity to Launch New Brand, Lifts Full-Year Outlook",https://www.businessoffashion.com/news/beauty/oddity-second-quarter-2025-results-new-brand/,The US company’s net revenue grew 25% in the second quarter 2025 as it gears up to launch a new dermatological skin and body brand in the fall.,[],2025-08-04T20:16:00
Business of Fashion,Fashion Mogul Hilary Weston Dies at 83,https://www.businessoffashion.com/news/retail/fashion-mogul-hilary-weston-dies-at-83/,"The former lieutenant-governor of Ontario worked with department stores Selfridges Group, Holt Renfrew and Brown Thomas & Co.",[],2025-08-04T22:21:49
Business of Fashion,BoF Masterclass | How Brands Build Genuine Communities,https://www.businessoffashion.com/events/retail/masterclass-bof-how-brands-build-genuine-communities/,"Watch on demand a BoF Professional Masterclass that explores the topic in our latest case study, “How Brands Build Genuine Communities.”",[],2025-05-21T11:01:02
Business of Fashion,Why Salone del Mobile Is Irresistible for Luxury Brands,https://www.businessoffashion.com/briefings/luxury/why-salone-del-mobile-is-irresistible-for-luxury-brands/,"This week, designers, collectors and major fashion brands will flock to Milan’s design fair. Also, LVMH reports first-quarter sales.",[],2024-04-14T12:00:00
Business of Fashion,Fashion and Design Collide at Salone Del Mobile,https://www.businessoffashion.com/articles/luxury/fashion-and-design-collide-at-salone-del-mobile/,"Fashion’s presence at Milan Design Week grew even bigger this year. Savvy activations by brands including Hermès, Gucci, Bottega Veneta, Loewe and Prada showed how Salone has become a ‘critical petri dish for dalliances between design and fashion,’ Dan Thawley reports.",[],2024-04-18T04:20:00
Business of Fashion,"Fashion Goes Big at Salone, But Design Still Rules",https://www.businessoffashion.com/opinions/luxury/fashion-goes-big-at-salone-but-design-still-rules/,"Fashion brands are edging in on the world’s largest gathering of design professionals and their wealthy clients, but design companies still dominate the sector, which is ripe for further consolidation, reports Imran Amed.",[],2024-04-19T16:20:03
Business of Fashion,"At Salone, Design Spectacle Takes Centre Stage",https://www.businessoffashion.com/articles/luxury/salone-milan-design-week-spectacle-at-centre-stage/,"The power of brand theatre was on display at Milan Design Week, reports Dan Thawley.",[],2025-04-10T22:25:33
Business of Fashion,How to Sell Home Design Online,https://www.businessoffashion.com/articles/luxury/can-online-design-keep-its-post-pandemic-glow-or-why-luxury-retailers-are-still-bullish-about-design/,"E-tailers remain committed to homeware and design objects, despite the luxury sector’s post-pandemic cooldown. Here’s how fashion and design e-tailers stay ahead of the curve.",[],2025-04-17T04:30:00
Business of Fashion,Why Are There So Many Luggage Brands?,https://www.businessoffashion.com/articles/retail/why-are-there-so-many-luggage-brands/,"Tourists have their pick of suitcases at every price point, thanks to low barriers to entry and a travel boom that’s inflated the category’s sales year after year. But amid signs demand has peaked, it’ll take more than a Shopify storefront and slick branding to succeed.",[],2025-03-28T05:30:00
Business of Fashion,How to Make a Members Club Work in New York,https://www.businessoffashion.com/articles/luxury/how-to-make-a-members-club-work-in-new-york/,Private clubs like LA’s San Vicente and London’s The Twenty Two are flooding New York City. Can they make membership a ‘must-have’ for a new generation of affluent New Yorkers?,[],2025-04-28T04:30:00
Business of Fashion,Opinion: A Luxury Travel Bubble Is Swelling,https://www.businessoffashion.com/news/luxury/opinion-a-luxury-travel-bubble-is-swelling/,Hotels and airlines are chasing aspirational vacationers willing to shell out big bucks. What happens when they stop?,[],2025-06-09T08:46:42
Business of Fashion,Chinese Tourists Ramp Up European Summer Trips as Americans Cut Back,https://www.businessoffashion.com/news/luxury/chinese-tourists-ramp-up-european-summer-trips-as-americans-cut-back/,Increased Chinese demand will buoy hoteliers and restaurateurs across the continent as newly price-sensitive Americans hit the breaks on vacations in Europe.,[],2025-06-10T09:32:10
Business of Fashion,Opinion: Members Clubs Just Aren’t What They Used to Be,https://www.businessoffashion.com/articles/luxury/members-clubs-just-arent-what-they-used-to-be-new-york/,"A new generation of private clubs has commodified elitism, argues Allison Schrager.",[],2025-06-20T13:45:52
Business of Fashion,Hilton to Enter Cruise Business with Waldorf Astoria Nile Ship,https://www.businessoffashion.com/articles/professional/hilton-to-enter-cruise-business-with-waldorf-astoria-nile-ship/,"The hotel group’s Waldorf Astoria Nile River Experience, set to launch in late 2026, follows similar moves by Ritz-Carlton, Four Seasons, Orient Express and Aman.",[],2025-06-24T09:18:31
Business of Fashion,"$50,000-a-Night Resort Signals Africa’s Future in Luxury Travel",https://www.businessoffashion.com/news/luxury/africa-middle-east-investors-billionaire-ultra-luxury-resorts-hospitality/,"Capital from billionaire business moguls and Middle Eastern royals is pouring into Africa, filling a funding gap left by banks, as a new wave of ultra-luxury developments reshapes the continent’s hospitality landscape.",[],2025-07-28T17:03:21
Business of Fashion,Can Design Be the Flex It Once Was in Beauty?,https://www.businessoffashion.com/articles/beauty/merit-beauty-design-packaging/,"In an increasingly competitive category, premium cosmetics labels like Merit and Sarah Creal Beauty are embracing more complex, distinctive — and costly — visual and sensorial touches to their products.",[],2025-08-04T12:00:00
Business of Fashion,Fenty Beauty Launches in India With Sephora and Tira Beauty,https://www.businessoffashion.com/news/beauty/rihanna-fenty-beauty-india-launch-sephora-tira-beauty/,The LVMH-owned cosmetics label has signed an exclusive deal with Reliance Retail to launch Fenty Beauty and Fenty Skin online and in 50 doors.,[],2025-08-04T15:00:51
Business of Fashion,How The Estée Lauder Companies Engages Talent and Prioritises Values Amid Global Transformation,https://www.businessoffashion.com/articles/workplace-talent/estee-lauder-companies-engages-talent-and-prioritises-values-amid-global-transformation/,"The Estée Lauder Companies, which is behind global beauty brands including Bobbi Brown Cosmetics, Clinique, Jo Malone London, La Mer and Tom Ford Beauty, has new leadership driving strategic change and innovation in the workplace. BoF speaks to Pernilla Nyberg, SVP and general manager of UK & Ireland, to learn how the company is engaging and supporting its employees amid the change.",[],2025-08-04T04:00:00
Business of Fashion,Unilever India’s New CEO Has to Invigorate a Sluggish Consumer Giant,https://www.businessoffashion.com/articles/beauty/unilever-indias-new-ceo-has-to-invigorate-a-sluggish-consumer-giant/,"Often seen as the bellwether of the consumer sentiment in the world’s most-populous nation, Hindustan Unilever was dragged down by a consumption slowdown in India over the past year.",[],2025-08-04T14:13:18
Business of Fashion,Indie Beauty Brand Youthforia to Close,https://www.businessoffashion.com/news/beauty/youthforia-closing-down-sale-controversy-tiktok-foundation/,"The brand had been mired in controversy since 2024, when the botched roll out of its Date Night foundation led to accusations of racial insensitivity and exclusion.",[],2025-08-04T11:56:41
Business of Fashion,"For American Eagle, Is the Attention Worth the Controversy?",https://www.businessoffashion.com/briefings/marketing-pr/american-eagle-proves-starting-a-conversation-is-worth-controversy/,A social media stir accusing the brand’s fall campaign featuring Sydney Sweeney of having “Nazi” undertones caused the retailer — for better or for worse — to regain social media mindshare.,[],2025-08-01T15:16:56
Business of Fashion,Swiss Luxury Watchmakers’ Shares Drop After Trump Tariff Shock,https://www.businessoffashion.com/news/luxury/swiss-watches-shares-drop-richemont-swatch-group/,The sector is already under pressure from a stronger franc and falling global demand.,[],2025-08-04T10:58:39
Business of Fashion,The Return of Estée Laundry,https://www.businessoffashion.com/articles/beauty/the-return-of-estee-laundry/,"Beauty’s anonymous Instagram watchdog is back after a hiatus, and already breaking news. In an interview with The Business of Beauty, a member of the collective explains why.",[],2025-07-24T04:30:00
Business of Fashion,Why Hyping Art as an Investment Needs to Stop,https://www.businessoffashion.com/articles/luxury/arts-radar-art-market-investment-losing-game/,"Positioning art as an ‘alternative asset class’ is a losing game, writes Marc Spiegler. Plus, ‘South Park’ trolls Trump and the art world’s new Thai fixation.",[],2025-07-31T16:32:52
Business of Fashion,Italian Competition Authority Hits Shein with €1 Million Greenwashing Fine,https://www.businessoffashion.com/news/retail/shein-fines-million-greenwashing-misleading-customers-environmental-impact/,The Singapore-headquartered fast fashion retailer was fined for misleading customers about the environmental impact of its products in its second financial sanction by a European competition authority in little more than a month.,[],2025-08-04T10:34:26
Business of Fashion,Italian Regulator Fines Giorgio Armani €3.5 Million for Unfair Commercial Practices,https://www.businessoffashion.com/news/luxury/giorgio-armani-misleading-ethical-fines-italy-anti-trust/,"The fashion group and one of its units ‘issued misleading ethical and social responsibility statements in contrast with the actual working conditions found at suppliers and subcontractors,’ Italy’s antitrust regulator said.",[],2025-08-04T10:25:03
Business of Fashion,Introducing The Brain of Fashion,https://www.businessoffashion.com/articles/technology/generative-ai-tool-fashion-research/,"The Business of Fashion’s new generative AI tool, trained exclusively on our deep archive of trusted journalism and intelligence, developed in partnership with Quilt AI. Today, we’re inviting our BoF Professional community to test it in beta mode.",[],2025-08-04T04:30:00
Business of Fashion,Announcing Uniqlo and Another Community on BoF Careers,https://www.businessoffashion.com/articles/workplace-talent/uniqlo-and-another-community-now-hiring-on-bof-careers-job-opportunities-in-fashion/,"Check out this week’s new partners and openings on BoF Careers, the global marketplace for fashion and beauty talent.",[],2025-08-04T08:00:00
Business of Fashion,The BoF Podcast | Why Craft Is the Soul of True Luxury,https://www.businessoffashion.com/podcasts/luxury/the-bof-podcast-why-craft-is-the-soul-of-true-luxury/,"In this riveting conversation from BoF CROSSROADS 2025, Mexican designer Carla Fernández and Tunisian entrepreneur Kenza Fourati discuss the power of craft-based fashion and how to collaborate ethically with artisans and indigenous communities.",[],2025-05-02T16:15:00
Business of Fashion,This Week: The Aftermath of Liberation Day 2.0,https://www.businessoffashion.com/briefings/beauty/this-week-the-aftermath-of-liberation-day-20/,"Trump’s tariffs are (probably) going into effect for real on Aug. 7. Meanwhile, Shiseido, E.l.f. and other beauty giants report results in a sluggish market.",[],2025-08-03T12:28:00
Business of Fashion,Can Deodorant Be a Luxury Product?,https://www.businessoffashion.com/articles/beauty/fine-fragrance-deodorant-trend-salt-stone-papatui/,Deodorant makers like Salt and Stone or Papatui are infusing their formulas with high-quality scents to elevate their offering amid a greater perfume boom — and a looming sense of fine fragrance fatigue.,[],2025-07-30T12:00:00
Business of Fashion,Report: Kering in Talks with Qatar to Offload Milan Property,https://www.businessoffashion.com/news/luxury/report-kering-in-talks-with-qatar-to-offload-milan-property/,"The French group may sell a majority stake in the company that owns the building to Qatar’s royal family for €1.3 billion, Italy’s Il Corriere della Sera newspaper said.",[],2025-08-03T17:26:02
Business of Fashion,How to Win Friends and Influence Ulta,https://www.businessoffashion.com/articles/beauty/dibs-beauty-double-standard-mascara-launch/,"DIBS Beauty says it’ll be “the top-selling Ulta brand” in 2026, and that its new double-sided mascara is key to unlocking the number one spot. Is that even possible?",[],2025-08-01T12:00:00
