source,title,url,summary,tags,published
Business of Fashion,A Chinese E-Commerce Glut Is Meeting Resistance in Latin America,https://www.businessoffashion.com/articles/retail/a-chinese-e-commerce-glut-is-meeting-resistance-in-latin-america/,The region is starting to tax the flood of cheap stuff from its lopsided trade partner.,[],2025-08-25T14:13:20
Business of Fashion,Maison Margiela Enters Fashion’s Arts and Culture Race with Line of ‘Intangible Products’,https://www.businessoffashion.com/articles/luxury/maison-margiela-enters-fashions-arts-and-culture-race-with-line-of-intangible-products-2/,"CEO Gaetano Sciuto sees ‘Line 2,’ the latest addition to Margiela’s numerical product system which kicks off next week with an installation by Korean artists Heemin Chung and Joyul during Frieze, as a means of deepening the brand’s connection with its community.",[],2025-08-25T04:30:00
Business of Fashion,Beauty’s ‘Dream Team’ Launches a Fragrance Line,https://www.businessoffashion.com/articles/beauty/lore-versed-rhode-melanie-bender-launch/,"Melanie Bender, Rhode’s former chief executive, Youth to the People’s Joe Cloyes and Greg Gonzalez and Milk Makeup’s Mazdack Rassi have entered the red-hot fragrance category with their debut Lore.",[],2025-08-25T12:00:00
Business of Fashion,Uoma Beauty Founder Sharon Chuter Has Died at 38,https://www.businessoffashion.com/news/beauty/sharon-chuter-dead-at-38/,The founder of the inclusive makeup brand Uoma Beauty passed away on Aug. 14.,[],2025-08-24T14:57:56
Business of Fashion,How Fashion Is Navigating Its Summer of Scandal,https://www.businessoffashion.com/articles/retail/unpacking-fashions-summer-of-controversy/,"American Eagle, Adidas and Swatch are among the companies that have found themselves at the centre of controversies. Crisis management experts explain why this keeps happening, and how brands should respond.",[],2025-08-25T04:30:00
Business of Fashion,H&M Launches First Store in Brazil With Local Manufacturing Ambitions,https://www.businessoffashion.com/news/retail/hm-launches-first-store-in-brazil-with-local-manufacturing-ambitions/,"The Swedish fast-fashion retailer is producing shoes, beachwear and jeans in Brazil and importing the other products from different markets, including India, Bangladesh and Portugal.",[],2025-08-24T18:16:43
Business of Fashion,Rise in Foodie Perfumes May Be Linked to Weight-Loss Drugs,https://www.businessoffashion.com/articles/beauty/rise-in-foodie-perfumes-may-be-linked-to-weight-loss-drugs/,"Gourmand fragrances, with scent profiles that feature vanilla, coffee and caramel, have surged in popularity in the past three years. Launches of sugary-scented, dessert-themed fragrances increased by 24 percent last year alone.",[],2025-08-24T16:55:08
Business of Fashion,This Week: Fashion Is Everywhere at the US Open,https://www.businessoffashion.com/briefings/sports/this-week-fashion-is-everywhere-at-the-us-open/,"There have always been tie-ins to the sport, but never like at this week’s tournament.",[],2025-08-24T12:00:00
Business of Fashion,"Net-a-Porter Founder Sues Ex-Partner for Fraud, Emotional Distress",https://www.businessoffashion.com/news/creative-class/natalie-massanet-sues-ex-partner-claims-fraud/,"In a bombshell lawsuit, Natalie Massenet accused Erik Torstensson of fraud, claiming he deceived her into spending $95 million to fund their lifestyle and support his business ventures.",[],2025-08-22T18:17:06
Business of Fashion,Is Now the Moment for $160 Lipstick? Louis Vuitton Hopes So,https://www.businessoffashion.com/articles/beauty/louis-vuitton-lipstick-too-expensive/,The fashion house’s reveal of its debut cosmetics line has fired off a hot debate about the limits of what brands can charge for beauty. Will that noise translate into sales? Or did luxury’s biggest brand misjudge the moment?,[],2025-08-22T18:00:00
