source,title,url,summary,tags,published
Business of Fashion,Tapestry Plummets With Tariff Costs Weighing on Profit Outlook,https://www.businessoffashion.com/news/luxury/tapestry-plummets-with-tariff-costs-weighing-on-profit-outlook/,"Tapping into the viral bag charm craze is ‘sensibly opportunistic’ for luxury companies that might as well ‘make some money off the back of it,’ said Neil Saunders, managing director at analytics firm GlobalData.",[],2025-08-14T14:06:25
Business of Fashion,Ulta Beauty to Cease Shop-in-Shop Partnership With Target,https://www.businessoffashion.com/news/beauty/ulta-beauty-target-partnership-ending/,"The programme, which has run in 610 stores since 2021, will end in August 2026 when the initial partnership agreement expires.",[],2025-08-14T14:03:38
Business of Fashion,"Nykaa Revenue Surges, Profit Doubles in First Quarter",https://www.businessoffashion.com/news/beauty/nykaa-revenue-surges-profit-doubles-in-second-quarter/,"FSN E-Commerce Ventures, parent company of India's largest beauty retailer, said its revenues lifted by 24 percent on demand for newly added brands like Chanel and Supergoop.",[],2025-08-12T14:47:19
Business of Fashion,COS: From ‘High Street Céline’ to Stagnation,https://www.businessoffashion.com/articles/retail/cos-hm-sales-diversity/,H&amp;M’s upmarket sister brand was once a proof point for the Swedish group’s ambitions to diversify away from its core fast-fashion business. But COS executives have struggled to keep pace with a shifting market while managing a troubled internal culture.,[],2020-07-08T04:30:45
Business of Fashion,How Beauty Plans to Crack Substack,https://www.businessoffashion.com/articles/beauty/beauty-brands-substack-strategies/,"From founders to brands, beauty’s A-list is embracing Substack as a medium for long-form storytelling. Veterans of the platform say that businesses have to invest in their editorial strategies, or need not apply.",[],2025-08-13T12:00:00
Business of Fashion,Birkenstock’s Profit Beats Estimates on Strong Full-Price Footwear Sales,https://www.businessoffashion.com/news/retail/birkenstocks-profit-beats-estimates-on-strong-full-price-footwear-sales/,Demand for the German brand’s sandals has remained healthy even after it raised prices in response to tariffs.,[],2025-08-14T10:48:39
Business of Fashion,Gildan to Buy Underwear Maker Hanesbrands for $2.2 Billion,https://www.businessoffashion.com/news/retail/gildan-to-buy-underwear-maker-hanesbrands-for-22-billion/,Analysts expect Montreal-based Gildan’s annual revenue to rise about 5 percent to $3.4 billion this year.,[],2025-08-13T14:14:55
Business of Fashion,"Claire’s to Appoint Administrator in UK and Ireland, Putting 2,150 Jobs at Risk",https://www.businessoffashion.com/news/retail/claires-to-appoint-administrator-in-uk-and-ireland-putting-2150-jobs-at-risk/,"Chief executive Chris Cramer said, ‘This decision, while difficult, is part of our broader effort to protect the long-term value of Claire’s across all markets.’",[],2025-08-13T20:54:12
Business of Fashion,Why Authentic Brands Group Is Playing the Long Game With Reebok,https://www.businessoffashion.com/articles/sports/reebok-basketball-authentic-brands-group-sports/,The brand management firm has been far more protective of Reebok than it has with its other brands since the former sneaker powerhouse became its largest purchase ever.,[],2025-08-14T04:30:00
Business of Fashion,What It Takes to Get Into Sephora,https://www.businessoffashion.com/articles/beauty/mary-phillips-chris-mcmillan-alli-webb-sephora-launch/,"Beauty experts like Mary Phillips, Chris McMillan and Alli Webb have specific qualifications that not all new brand founders possess, making the retailer more willing to bet big on their success.",[],2025-08-14T04:30:00
