source,title,url,summary,tags,published,score,Primary,Secondary,group_id,group_size
Business of Fashion,Elliott-Backed Claire’s Eyes Sale as Tariffs Hit Budget Jeweller,https://www.businessoffashion.com/news/retail/elliott-backed-claires-eyes-sale-as-tariffs-hit-budget-jeweller/,Claire’s needs to address a nearly $500 million loan due in December 2026 and recently chose to defer interest payments on its debt to conserve cash.,[],2025-06-23T17:07:24,10,INDUSTRY,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Business of Fashion,The Founders Pushing African Fragrance Into the Mainstream,https://www.businessoffashion.com/articles/beauty/african-fragrance-brands-havent-hit-the-mainstream-yet-these-founders-want-to-change-that/,"Across the continent, a handful of nascent brands are attempting to kickstart the continent’s own niche perfume moment. Success will take mastery of retail, e-commerce and branding across borders.",[],2024-10-15T04:45:00,10,FRAGRANCE,"RETAIL STRATEGY, GEN Z, NEW LAUNCH",ungrouped,1
Business of Fashion,The Indie Beauty Brands Transforming Africa’s Hair Care Market,https://www.businessoffashion.com/articles/beauty/the-indie-beauty-brands-transforming-africas-hair-care-market/,"A crop of upstart brands are betting on Africa for their next global expansion, ready to benefit from the continent’s growing middle class. To kick-start Africa’s premium hair care market, they’ll need to carefully consider marketing and retailer strategy, as well create a new value proposition.",[],2024-12-11T09:47:00,9,INDUSTRY,"RETAIL STRATEGY, NEW LAUNCH",ungrouped,1
Glossy,The fragrance brands dominating Instagram are not the same ones making bank on TikTok,https://www.glossy.co/beauty/the-fragrance-brands-dominating-instagram-are-not-the-same-ones-making-bank-on-tiktok/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Luxury brands like Parfums de Marly and Kilian dominated Instagram for the month of May, according to a new report from Mintoiro. The more polished aesthetic dominant on Instagram does not always translate well to TikTok’s more DIY appeal, however.",['Beauty'],2025-06-25T04:04:00,9,FRAGRANCE,"TIKTOK, GEN Z",ungrouped,1
Business of Fashion,Worldview | Shein Redirects Listing Plans to Hong Kong,https://www.businessoffashion.com/articles/global-markets/worldview-shein-redirects-listing-plans-to-hong-kong/,This week’s round-up of global markets fashion business news also features Cambodia’s apparel exports lift and China’s consumer boom.,[],2025-06-17T09:29:09,9,INDUSTRY,"FINANCIALS, RETAIL STRATEGY",ungrouped,1
Business of Fashion,Calvin Klein Bets on Body Sprays to Be Gen-Z’s Obsession,https://www.businessoffashion.com/articles/beauty/calvin-klein-launches-body-mists/,"As the fight for teen relevancy and wallet share intensifies, the Coty-produced fragrance line will launch an all-new collection of affordable body mists.",[],2025-06-23T12:00:00,9,FRAGRANCE,"NEW LAUNCH, GEN Z",ungrouped,1
Business of Fashion,How Prestige Beauty Customers Define Value Today,https://www.businessoffashion.com/articles/beauty/how-prestige-beauty-consumers-define-value-today-unilever-prestige-ceo-mary-carmen-gasco-buisson-interview/,"At The Business of Beauty Global Forum 2025, Unilever Prestige’s CEO, Mary Carmen Gasco-Buisson, shares how shifting consumer expectations around value are reshaping prestige beauty, in conversation with BoF’s chief business officer and head of beauty, Johanna Stout.",[],2025-06-20T04:00:00,9,INDUSTRY,"RETAIL STRATEGY, GEN Z",ungrouped,1
Beauty Independent,19-Year-Old College Student Launches Beauty Site To Separate Science-Backed Beauty From Marketing BS,https://www.beautyindependent.com/utopia-beauty-site-science-backed-beauty/,"At Utopia Beauty , it’s all about showing the proof. Launched on May 31, the new e-tailer offers about 50 products from 13 beauty brands across skincare, makeup, haircare, body and wellness that are backed by clinical studies. Products with unsubstantiated marketing claims aren’t allowed on ... The post 19-Year-Old College Student Launches Beauty Site To Separate Science-Backed Beauty From Marketing BS appeared first on Beauty Independent .","['Retail Report', 'beauty e-commerce', 'beauty entrepreneurs', 'beauty retail', 'clinical testing', 'e-commerce', 'retail', 'science', 'science-backed beauty', 'Utopia Beauty']",2025-06-25T23:51:21,8,RETAIL,"NEW LAUNCH, GEN Z, SCIENCE",ungrouped,1
Business of Fashion,This Week: Nike’s Earnings and Jonathan Anderson’s Dior Debut,https://www.businessoffashion.com/briefings/retail/this-week-nikes-earnings-and-jonathan-andersons-dior-debut/,"In their own ways, both companies will provide major updates on how they plan to win back customers.",[],2025-06-22T12:00:00,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,What I’m Looking Forward to at Our Next Executive Roundtable in London,https://www.businessoffashion.com/articles/events/executive-roundtable-london-2025/,"Executive Members are invited to join senior correspondents Sarah Kent and Sheena Butler-Young, along with executive editor Brian Baskin for an informal breakfast discussing Selling to Consumers in Uncertain Times.",[],2025-06-19T14:08:45,7,INDUSTRY,RETAIL STRATEGY,ungrouped,1
Business of Fashion,"Luxury Sector Will Continue to Slip, Bain Forecasts",https://www.businessoffashion.com/articles/luxury/luxury-sector-will-continue-to-slip-bain-forecasts/,"The market is on pace to contract 2 percent to 5 percent in 2025 as consumption remains soft across key categories — particularly leather goods, makeup and watches — according to the latest forecast from Bain & Company.",[],2025-06-19T10:30:00,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Coty Shares Surge on Report Company Looking to Sell Off Units,https://www.businessoffashion.com/news/beauty/coty-shares-surge-on-report-company-looking-to-sell-off-units/,The American cosmetics giant's share price surged 13 percent following a report in Women's Wear Daily that the company is considering selling its luxury and consumer divisions as separate units.,[],2025-06-16T20:08:18,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Swiss Watch Exports Slump in May as US Tariffs Shake Market,https://www.businessoffashion.com/news/luxury/swiss-watch-exports-slump-us-tariffs/,"Exports to the US, the sector’s single-biggest market, were down just over 25 percent, underscoring the impact of President Donald Trump’s trade policies.",[],2025-06-19T09:37:54,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
